status	company_name	meetings	founder	high_concept	industry	focus	field	notes	company_url	discussion	Notes2	metwith	dateapplied	location	description
	SpotHero		Mark Lawrence, Lawrence Kiss, Jeremy Smith	SpotHero is the leading parking reservation service, with 8 million+ cars parked and the largest network of connected parking facilities.	Consumer, Mobile Apps, Transportation		Consumer, Mobile Apps, Transportation		http://www.spothero.com					Chicago	
	SprinkleBit		Alexander Wallin	SprinkleBit is a social investing platform that connects people to the information, tools, and community support they need to invest wisely.	Impact Investing, Social Media, Personal Finance, Financial Services, FinTech		Impact Investing, Social Media, Personal Finance, Financial Services, FinTech		http://www.sprinklebit.com/					New York	
	StackIQ		Greg Bruno, Mason Katz, Tim McIntire, Mason Katz	StackIQ develops a multi-server management system for clusters and clouds.	Computer, Cloud Computing, Software		Computer, Cloud Computing, Software	Acquired by Terradata July 2017	http://www.stackiq.com					San Diego	Notes : Acquired by Terradata July 2017
	Stella Wearables, Inc.		Nicolas Gonzalez, Nishant Sood, Enrique Guadarrama	Stella Wearables, Inc. is a wearable device that measures UV radiation levels, and then notifies you.	Wearables, Health Care, Hardware, Software, Internet of Things		Wearables, Health Care, Hardware, Software, Internet of Things		https://www.stellawearables.com/					San Diego	
	Stellawearables.com		Nicolas Gonzalez, Enrique Guadarrama	Stella Wearables, Inc. is a wearable device that measures UV radiation levels, and then notifies you.	 Wearables, Health Care, Hardware, Software, Internet of Things		 Wearables, Health Care, Hardware, Software, Internet of Things		https://www.stellawearables.com/					San Diego	
n/a	Stellicare Corporation			Stellicare's HIPAA compliant, SaaS software enables healthcare organizations to transition to collaborative, value-based reimbursement and outcome-driven care. Our software enables existing on-site clinical staff to manage behavioral health issues, leading to increased revenue and improved clinical and financial outcomes.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Stellup Inc													San Diego	
	StemoniX		Ping Yeh, Robert Petcavich	StemoniX is revolutionizing the production, growth, and development of stem cell and stem cell technologies.	Biotechnology, Health Diagnostics		Biotechnology, Health Diagnostics		http://stemonix.com/					San Diego	
	Stickshift Inc.		Chris Fawcett	t's an in-store technology platform that brings the powers of Mobile and the Internet of Things to drive better results for brands and shoppers in retail stores.	IoT, Mobile, Retail		IoT, Mobile, Retail		https://www.stickshift.rocks/					San Diego	
n/a	StokeBox		Brian	StokeBox is a P2P marketplace where like-minded members trade, forward and exchange their gently used and outgrown stuff.	Recycling, Finance, Fashion		Recycling, Finance, Fashion							San Diego	
	Stompco.com		Ryan Williams, Robert Suarez, Dave Sick	Stomp Sessions is a simple mobile platform that matches athletes with local experts and pros to help you explore more and get better faster. Sports include: skateboarding, SUP, surfing, mountain biking, trail running, hiking, skiing and snowboarding.	Mobile App, Service, Consumer, Sports		Mobile App, Service, Consumer, Sports		http://stompco.com/						
	Stories About Places		Ron Hodson, Greg Gehrich	Stories About Places connects you to the places in stories.	Media, News		Media, News		www.storiesaboutplaces.com					San Diego	
	StrengthPortal		Matt McGunagle	StrengthPortal is a software platform for multi-location gyms to manage their personal training staff and track personal training services.	SaaS, Gym Software, and Fitness Software, Health & Fitness		SaaS, Gym Software, and Fitness Software, Health & Fitness		https://www.strengthportal.com/						
	Stringify (Milla)		Dave Evans, Mike Yurochko, Yaron Sheba	An Internet of Things (IoT) connection platform startup aiming to shape the transformation of the space	Enterprise Software, Information Technology, Internet of Things, IoT		Enterprise Software, Information Technology, Internet of Things, IoT		http://stringify.com					San Diego	
	Strongvolt Solar			StrongVolt has developed the worldês smartest personal solar charger featuring patent-pending SunTrack TechnologyÈ.	Solar, Environment and Renewables, Energy, CleanTech, Consumer products		Solar, Environment and Renewables, Energy, CleanTech, Consumer products		http://www.StrongVolt.com					San Diego	
	Sungenomics		Sunny Jain	Sun Genomics is a life science research company based in San Diego focused on genomic sciences to improve the quality of health.	Life Science, Consumer	B2C	Life Science, Consumer. Focus : B2C		http://www.sungenomics.com/					San Diego	
	Swingby		Ward Lennaerts	SwingBy is an app that helps users find the best events in their area by checking in on a map in real time.	IT, Services, Consumer services, Appointments, Scheduling		IT, Services, Consumer services, Appointments, Scheduling							San Diego	
	Swoop Inc.		Amir Ghorbani	Swoop is a transportation technology company focused on bringing ease of use, affordability, and trust to the group transportation industry.	Mobile Apps, Transportation, Information Technology		Mobile Apps, Transportation, Information Technology		https://www.swoopapp.com					LA	
n/a	Tagboard													San Diego	
n/a	TagHunt													San Diego	
	TANGO Technologies, Inc.		Bhavesh Shah	Breakthrough 10x power density shrinks Servers and PCs 10 fold smaller	Data Center, Hardware, Virtual Reality		Data Center, Hardware, Virtual Reality		http://10xhpc.com					San Diego	
	TapHunter		Melani Gordon, Jeff Gordon	TapHunter is the leading beer, spirit, cocktail, & wine management & marketing platform.	SaaS, Hospitality, Mobile		SaaS, Hospitality, Mobile		http://taphunter.com					San Diego	
n/a	Tattooba			We Are A Social Network Focusing On Everything Tattoos										San Diego	
	Tealium		Mike Anderson, Ali Behnam	Tealium is a provider of a tag management system, including analytics, advertising and affiliate enterprise websites.	Internet, Marketing, Analytics, Enterprise Software		Internet, Marketing, Analytics, Enterprise Software		https://tealium.com/					San Diego	
	Team Vibe		Justin Ramers	A simple, modern platform that connects employees to company programs and social groups	Social platform		Social platform		https://teamvibe.com/					San Diego	
	Tecsomed		Sidd Rajput	Tecsomed develops technology solutions that focus on diabetic health and management.	Health management, HealthIT, Diabetes, 		Health management, HealthIT, Diabetes, 		http://www.tecsomed.com					San Diego	
	TED-Ex			TedEx is the company that offers a secure postal GPS tracking solution.	Consumer services, GPS, secure delivery, delivery tracking		Consumer services, GPS, secure delivery, delivery tracking		https://ted-ex.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Tee Leader			Golf tee time management system	golf, cloud, app, registration, tee times, consumer, leisure, travel, tourism		golf, cloud, app, registration, tee times, consumer, leisure, travel, tourism		http://www.teeleader.com/					San Diego	
n/a	Telemtry Services Inc													San Diego	
	Tellient		Tristan Barnum, Shawn Conahan	Analytics for the Internet of Things. Tellient collects data from connected devices and transforms it into useful information.	Business Intelligence, Data Visualization, Analytics, PaaS, Software, Big Data, Internet of Things		Business Intelligence, Data Visualization, Analytics, PaaS, Software, Big Data, Internet of Things		http://tellient.com					San Diego	
	Tending	AL Meeting 9/23	Kimmey Hardesty, Meghan Tartell	A coordination tool & concierge services for those providing care to loved ones	Elder Care, Health Care, mHealth, Information Technology		Elder Care, Health Care, mHealth, Information Technology		http://www.starttending.com					San Diego	
n/a	Terradetics													San Diego	
n/a	The School Day		Peter Nystrom, Lana Nystrom, Brian Nadeau	The School Day provides both a web-based and smartphone app that allows teachers to support that role through sharing images, video, and information with parents.	Education management, Parents		Education management, Parents							San Diego	
	The Sync Spot		Darren Kramer	The Sync Spot is the first master contact management platform to give small business professionals an easy and permanent solution to manage all of their contact data and social relationships across mobile, tablet and desktop environments.	Information Technology and Services		Information Technology and Services		http://thesyncspot.com/					Los Angeles	
	THE TIRE LEADER			Online tire retail	E-commerce, Tire, Consumer		E-commerce, Tire, Consumer		http://www.thetireleader.com/					San Diego	
	Theraflux Medical		Shiv Shukla	Theraflux Medical, Inc. is a medical device developer focused on alleviating chronic nerve pain.	Medical Device		Medical Device		http://www.therafluxmedical.com/					La Jolla	
n/a	Theragenomics													San Diego	
	ThinkingNode		Khai Minh Pham	ThinkingNode is a distributed AI system that goes beyond the traditional mono-inference engine of expert/symbolic systems; each concept is a mini-inference engine allowing the finest level of tuning for the inference strategy.	AI (healthcare & lifesci)		AI (healthcare & lifesci)		https://www.thinkingnode.com/			Eric		San Diego	 Met With: Eric
	ThinkingNode		Khai M Pham	ThinkingNode* is a breakthrough Artificial Intelligence (AI) technology that empowers human thinking by providing exponential thinking capabilities.	Healthcare, Life Science, Genomics, AI, data		Healthcare, Life Science, Genomics, AI, data		https://www.thinkingnode.com/					San Diego	
	TicketSauce		Dave Schwan 	We are your complete event management and box office solution.	Event services, Events, Ticketing, Consumer		Event services, Events, Ticketing, Consumer		https://www.ticketsauce.com/					San Diego	
?	ToGo													San Diego	
	Tortuga Logic, Inc.		Jason Oberg, Jonathan Valemehr, Ryan Kastner, Tim Sherwood	Tortuga Logic provides expertise, design tools, and technologies to facilitate the design of secure hardware.	Hardware, embedded systems, security		Hardware, embedded systems, security		http://www.tortugalogic.com/					San Diego	
	Tourrs, LLC (xp)		Aaron Martlage	TOURRS is a marketplace for anyone to create, sell and buy smartphone-guided tours.	Mobile, Experiences, Tour platform		Mobile, Experiences, Tour platform		http://www.tourrs.com					San Diego	
	TrafficRoots		Christian Valdez	TrafficRoots is a fast-growing and innovative advertising technology company. We create technology to maximize revenue for the digital ecosystem with an emphasis on the Cannabis industry.	Digital Marketing, Programmatic Ads, Cannabis Digital ads, and Vape Digital Ads		Digital Marketing, Programmatic Ads, Cannabis Digital ads, and Vape Digital Ads		https://trafficroots.com					San Diego	
	Trained Genius, Inc.													San Diego	
	Triden Systems		Kevin Hsieh, Ray Ayub	Triden Systems provides quick-serve restaurants with self-service kiosk ordering hardware and software, and a connected online/mobile ordering solution, that enables restaurants to accelerate and simplify the ordering process while reducing their labor costs.	Hardware, Software, Restaurants, Food Trucks		Hardware, Software, Restaurants, Food Trucks		http://www.tridensys.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Trifecta Business Consulting		John Ippolito	Trifecta Business Consulting provides Sales, Digital Marketing, and Consultation for businesses to help them grow and bring in revenue. The philosophy outlined in our mission statement is sales comes first, marketing second, but all is a futile without a great plan.					http://trifectabusinessconsulting.com/					San Diego	
	Trike Girl Studio, LLC		Sidney Fernandez	Game designer	e-sports, gaming, games, mobile		e-sports, gaming, games, mobile		http://www.trikegirlstudio.com					San Diego	
n/a	Tritonway Systems			We design, build and manufacture IoT wireless data acquisition system coupled with pressure sensors and analog signal inputs that can be used for analyzing and monitoring air pressure sensors and command signals from equipped air brake control units and propulsion systems.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Trovata		Brett Turner	Treasury System: Cash forecasting and conversions for all bank accounts	Fintech, SaaS	B2B	Fintech, SaaS. Focus : B2B	Competitor: Kyriba. 8 product dev- 4 adboard. 9m cap on current notes. Raising 200-250k to close 400k or 500k (already have .5m raised from secondary). Targeting underserved market. 	https://trovata.io/			Allison, Andy, Eric, Kelly, Taner, James Kelly, Cait		San Diego	Notes : Competitor: Kyriba. 8 product dev- 4 adboard. 9m cap on current notes. Raising 200-250k to close 400k or 500k (already have .5m raised from secondary). Targeting underserved market.  Met With: Allison, Andy, Eric, Kelly, Taner, James Kelly, Cait
	trpz app		Deborah Smith	The Jet Set Go Rewards game is a groundbreaking new experience that pairs the fun of mobile game play with earning real world travel rewards, redeemable at Trpz.com	Mobile, Games, Rewards, Travel		Mobile, Games, Rewards, Travel		http://trpz.com/						
	Tunnel Vision VR		Cody Russel	Tunnel Vision is an add-on service to the wind tunnel industry (more commonly known as indoor skydiving). With our patent pending hardware/software, customers of wind tunnels can now choose to virtually skydive or fly anywhere in the world.	Virtual Reality, VR4D, and Indoor Skydiving		Virtual Reality, VR4D, and Indoor Skydiving		https://tunnelvisionvr.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Tutu Tech & Culture		Wei Fan, Alisa Au	LGBT roommate finding app	Mobile, App, Rommate search0	B2C	Mobile, App, Rommate search0. Focus : B2C		http://www.tuturoomii.com/					San Diego	
	Undiscovered Kitchen		Evona Niewiadomska	a digital farmers market for small batch, artisan food and gifts from makers around the country.	E-commerce, artisan food, gourmet, small batch, and farmers market		E-commerce, artisan food, gourmet, small batch, and farmers market		http://undiscoveredkitchen.com					Boston	
n/a	Unifyed			Student networtk/social platform	Online Network, University Network, and Mobile/Website platform		Online Network, University Network, and Mobile/Website platform		http://www.unifyed.co/					San Diego	
	Uprise Energy		Jonathan Knight	Uprise Energy has designed, engineered, built, and tested the world's first and only Portable Wind Turbine. It can be easily delivered to any remote site in the world, set up by one person in one hour, and produce enough electricity to support 100 villagers in low wind speeds.	Wind Energy, Alternative Energy, Portable Power, Internal Combustion Engines, Hydrodynamics, and Engineering, Energy, CleanTech		Wind Energy, Alternative Energy, Portable Power, Internal Combustion Engines, Hydrodynamics, and Engineering, Energy, CleanTech		http://upriseenergy.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Usefulr Inc		Mike Canoy, Evan Tam, Devin Waltman	We create solutions that integrate state of the art technology in more useful ways. At Usefulr, our team of experts intertwine cloud, mobile, IOT, computer vision, and machine learning to create cost effective and more useful products.	SaaS, AI, 		SaaS, AI, 		https://www.usefulr.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
?	Usoc.org		Jillian Fontaine						http://www.teamusa.org/					San Diego	
	UVA Mobile		Mehul Merchant	a prepaid no-contract mobile service provider that empowers consumers to design their own plan, with fine level control to families and business.	Mobile, Service Provider, Consumer		Mobile, Service Provider, Consumer							San Diego	
	Vander		Sergio Villasenor	Vander is the leading Global Commerce solutions provider with an innovative approach and methodology integrated across experience-driven creative, management, research, strategy, and technology.	Logistics and Supply Chain, Logistics, eCommerce, 4PL, 3PL, Cross Boarder Commerce Solutions, Marketing, Digital Marketing, UI/UX Design , Web Development , Web Design , Rebranding , Branding , Analytics and Insights, Technology, Digital Tranformation, Omnichannel , and Retail		Logistics and Supply Chain, Logistics, eCommerce, 4PL, 3PL, Cross Boarder Commerce Solutions, Marketing, Digital Marketing, UI/UX Design , Web Development , Web Design , Rebranding , Branding , Analytics and Insights, Technology, Digital Tranformation, Omnichannel , and Retail		https://vander.co/						
	Vault Exposure Tracker		Clive Savacool, Chris Memmot	Accident reporting for firemen/policemen hurt while on the job	SaaS	B2B	SaaS. Focus : B2B		https://www.vaultexposuretracker.com/					San Diego	
n/a	VAVICI			VAVICI restores the focus of healthcare from chronic to curative care by eliminating obesity and type 2 diabetes. VAVICI will put our doctors back in the game by introducing a web based solution that enables all our doctors to treat and cure these diseases in as little as 6 months.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	Veedly			Veedly is an On-Demand solution for generating high quality video and photo assets					http://veed.ly/video-production/san-diego					San Diego	
	Veniato		Nabil Takia	Veniato is a mobile platform where you can find other relevant professionals in your immediate vicinity, browse their Linkedin profile, seamlessly exchange virtual business cards with them - without a single click, seamlessly import their virtual business cards into your Address Book - with one click, write notes and perhaps chat with them.	Mobile, Events, Internet of Things		Mobile, Events, Internet of Things		http://herewestart.herokuapp.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	VeoCor		Andrew Dennis, Lorenzo Rossini	Veocor has developed the first tool to provide a quantitative assessment of the risk of cardiac thrombus (blood clot) formation and associated stroke.	Health, Healthcare, Healtt IT, Strokes, Cardiologist technology, Medical Devices, Software		Health, Healthcare, Healtt IT, Strokes, Cardiologist technology, Medical Devices, Software		https://www.f6s.com/veocor/discuss			EvoCompanies2016, StartR Spring 2017		San Diego	 Met With: EvoCompanies2016, StartR Spring 2017
	Verigio Communications Inc.			The company has developed a high performance cross-platform real-time security technology that operates at the device driver level. The technology performs tasks of network traffic content analysis, pattern detection, and traffic modification at all layers of TCP/IP stack.	cyber security, device drivers, network, and behavior		cyber security, device drivers, network, and behavior		https://www.verigio.com/products/			EvoCompanies2016		Costa Mesa, CA	 Met With: EvoCompanies2016
	Vertex Ventures		AMR AWADALLAH	Investors in tech, cloud, saas systems	Cloud, SaaS, Investors, Venture Capital, Technology, and Startups		Cloud, SaaS, Investors, Venture Capital, Technology, and Startups		http://www.vertexventures.com					Palo Alto, CA	
	Vertical Venture Partners		David Schwab	Vertical Venture Partners is a venture capital firm investing in enterprise technology companies that target specific vertical markets.	Venture Captial, Aerospace, Ag, Education, Energy, Fintech, Healthcare, Real Estate, Retail, Telecommunications, Transportation		Venture Captial, Aerospace, Ag, Education, Energy, Fintech, Healthcare, Real Estate, Retail, Telecommunications, Transportation		https://vvp.vc/					Menlo Park, California	
n/a	Verve			Verve is a Silicon Valley software company focused exclusively on developing embedded technology for process and workflow management.										SF	
	Victorise		Jerome Lacote		Augmented Reality, Wearables, Virtual Reality, and Mobile App		Augmented Reality, Wearables, Virtual Reality, and Mobile App		http://victorise.com/					Carlsbad	
	Victus		Phill Moorman	E-sports tournament platform	Gaming, e-sports, tournaments		Gaming, e-sports, tournaments	Raising seed round	https://victus.gg/					San Diego	Notes : Raising seed round
n/a	Videastream			Videastream seeks to provide a vehicle for the TV programmers to technologically catch up and surpass their OTT competition, while bringing a new level of video quality to consumers.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	VOR			VOR is developing pocket sensors to rapidly quantify bacteria in food, water, and environment for companies, government, and general public to ensure safety.								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	VRTUL		Casey Sapp	VRTUL is a VR production studio based in Southern California with an emphasis on live-action immersive storytelling and brand strategy.	VR, Storytelling		VR, Storytelling		http://vrtul.co/					San Diego	
	War Foodie			Monthly Coffee Subscription for Military	Coffee, Beverage, Military services, care packages, product/services		Coffee, Beverage, Military services, care packages, product/services		https://www.warfoodie.com/					San Diego	
	Warehouse Innovations		David Krippendorf 	Warehouse Innovations develops and distributes innovative healthy living devices in the United States, Canada, the UK, and Hong Kong	Health, Devices		Health, Devices		https://www.thekitchensafe.com/					SF	
	Waterpigeon		Clay Melugin, Sarp Sekeroglu	Automated water metering infrastructure.	Water, Infrastructure, CleanTech, Energy		Water, Infrastructure, CleanTech, Energy		https://www.waterpigeon.com/					San Diego	
	Webble			Webble is the leading and largest single source multi-tenant context platform. Using our proprietary Webble SmartSpot devices, we connect physical spaces to their real-time context information (a Webble).	Internet of Things, Bluetooth, Internet, and Micro Location Services		Internet of Things, Bluetooth, Internet, and Micro Location Services		http://www.webble.com/					San Diego	
	Weno		Saìl Palazuelos	Using data science to connect local food businesses with people's specific cravings.	Restaurants, Mobile Apps, Data Mining		Restaurants, Mobile Apps, Data Mining		http://www.weno.mx			EvoCompanies2016		Tijuana, Baja California	 Met With: EvoCompanies2016
	Whoos Reading (learn2Earn)		Raphael Menko, Hayley Brooks, Gregory Sherrid	Whooo's Reading is a K12 independent reading platform used in 35,000 classrooms nationwide.	Fundraising, Reading, EdTech, and Literacy		Fundraising, Reading, EdTech, and Literacy		https://www.whooosreading.org/						
*	Wildfire		Jordan Glazier											San Diego	
n/a	Wildfire (Fitn)			Fitness membership platform	Fitness, Lifestyle, App, 		Fitness, Lifestyle, App, 		shutdown					San Diego	
	WiMedics			Smart medication bottling company	Health, Health IT		Health, Health IT		http://www.wimedics.com			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
n/a	WITtv		Michael Scott	WITtv enables television viewers to quickly purchase and research items shown on their favorite programs through a mobile application.	Consumer services, Mobile App		Consumer services, Mobile App		http://www.wittv.us/					San Diego	
?	Woodfuel													San Diego	
	Wrapify		James Heller	Platform for people to get paid for advertising by using their personal cars as a campaign for various brands.	Marketing	B2C	Marketing. Focus : B2C		http://www.wrapify.com/					San Diego	
n/a	Wridely		Ashley Ayres, Injy Gadalla	Wridely is enabling women drivers and riders to connect and discover a new casual ride experience via our mobile App.	Software, Women, Car Service, and Mobile App		Software, Women, Car Service, and Mobile App		http://www.wridely.com					San Diego	
n/a	Wyldfire		Andrew White		Mobile, App		Mobile, App	Shutdown 2016	http://www.wyldfireapp.com/					San Diego	Notes : Shutdown 2016
	XENDEE			Xendee develops next-generation cloud computing solutions for microgrid and smart grid project management and power system analysis.	Cloud computing, 		Cloud computing, 		https://www.xendee.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	yapert		Phil Kelly, Rick Cooper, Michael W. Young	Yapert operates MyFvs, a pop culture portal for millennials.	Social Media, Photo Sharing, Celebrity, Sports, Video, Music, News, Mobile		Social Media, Photo Sharing, Celebrity, Sports, Video, Music, News, Mobile		http://www.yapert.com					San Diego	
	yealthy		Austin Neudecker	Medical software company that facilitates and automates communications with patients.	Saas, healthcare		Saas, healthcare							San Diego	
?	Yopro, Inc.			We are a way for homeowners to connect with home repair and maintenance professionals. Our platform answers three fundamental questions every homeowner wants to know when they need someone: 1. Who is showing up to my house? 2. When are they showing up to my house? 3. What are they going to charge me?								EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Younis Technologies Inc.		Saed Younis	Developing Wireless Indoor Position Location Solution for Mobile Devices	Mobile		Mobile							San Diego	
	Yuppr, Inc.		Elena Belabbes Nabi	A platform where users can discover these quality recommendations from people they know and trust as well as share their own recommendations with their friends and followers for mutual benefit.	Social Media, Recommendations, Mobile App, and Platform		Social Media, Recommendations, Mobile App, and Platform		http://www.yuppr.com/			EvoCompanies2016		San Diego	 Met With: EvoCompanies2016
	Yuzit Inc.			Yuzit is a P2P marketplace (app) that helps people save money by borrowing items they need from others nearby and make money by lending items they own yet rarely use...all while connecting with people locally.	App, Mobile, 		App, Mobile, 		http://www.yuzitapp.com/			EvoCompanies2016		Carlsbad	 Met With: EvoCompanies2016
	Zesty.io		Randy Socol	Zesty.io is a WCMS (Web Content Management System) that runs and operates 100% in a cloud network.	Website Platform, SaaS, Marketing, WCMS, and Enterprise Content Management		Website Platform, SaaS, Marketing, WCMS, and Enterprise Content Management		https://www.zesty.io/en-us/					San Diego	
	ZipDev		Daniel Altenburg, Michael Lenny	provides startups and small to medium sized businesses with Designers, Testers and Developers from Baja California and other tech hubs in Latin America.	iOS Development, Android Development, Web Application Development, Mobile Website Development, JavaScript, Mobile App Development		iOS Development, Android Development, Web Application Development, Mobile Website Development, JavaScript, Mobile App Development		http://www.zipdev.co/					San Diego, Tijuana	
	ZitoVault		Tim McElwee	We are building propriety technology to detect and stop Ransomware attacks, in real-time, before they can execute.	Computer & Networking Security		Computer & Networking Security		https://zitovault.com/			EvoCompanies2016		Carlsbad	 Met With: EvoCompanies2016
	Zursh		Simon Sliman	Zursh is an online marketplace for customized research.	Search Engine, Market Research, Data Mining		Search Engine, Market Research, Data Mining		http://www.zursh.com					San Diego	
